MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,Temperature,Humidity,Rainfall
4,5,10,5,2,5,2,5,6,7,7,8,8,8,10,9,4,4,6,2,0.585,12.49,,32
5,6,4,2,1,2,7,2,6,4,8,6,9,3,6,5,3,3,4,11,0.485,15.47,,22.4
9,6,5,3,6,6,6,8,2,6,5,8,5,8,5,5,1,2,0,6,0.51,20.39,,21.4
2,6,10,11,4,2,4,7,4,3,4,6,2,4,2,4,5,4,6,5,0.475,12.16,,15.2
4,7,7,7,3,3,6,5,9,6,8,6,4,4,6,6,5,6,3,10,0.575,25.72,,14.8
11,6,6,5,9,7,0,3,6,8,9,4,4,8,1,5,5,2,2,6,0.535,12.6,,12.5
10,4,6,5,8,6,7,5,8,7,4,3,6,7,6,9,5,6,6,7,0.625,12.44,,10.2
5,7,9,9,5,4,5,6,7,3,2,4,3,7,0,5,1,7,4,7,0.5,13.78,,10.2
7,6,6,3,4,3,5,3,7,4,6,8,5,4,5,4,7,5,1,5,0.49,10.67,,10.2
5,3,3,8,5,3,3,1,4,0,3,4,7,5,10,5,0,6,3,4,0.41,14.54,,0.1
10,5,5,6,5,5,6,4,5,6,7,3,4,3,7,7,10,6,5,6,0.575,12.56,,28.9
5,7,5,5,7,4,4,3,6,6,6,5,3,6,6,3,7,2,5,4,0.495,13.75,,28
4,6,6,5,5,5,2,4,4,5,7,2,4,4,5,5,7,1,5,6,0.46,12.47,,24
4,4,7,7,4,9,7,1,1,7,11,3,5,4,7,4,3,7,7,5,0.535,13.63,,23.8
7,7,9,5,6,6,4,4,8,1,10,3,0,5,7,4,7,5,2,9,0.545,12.52,,23.8
4,5,5,8,5,6,3,7,6,4,7,4,6,3,7,2,1,7,4,4,0.49,13.89,,23.8
5,2,6,6,4,4,3,2,6,8,5,8,8,7,5,7,2,7,4,10,0.545,12.44,,23
8,8,8,3,3,1,2,5,4,2,4,3,7,4,6,4,4,1,7,3,0.435,14.33,,22
8,5,2,5,2,1,9,7,6,2,1,6,7,4,2,3,8,7,2,5,0.46,23.52,,20.8
1,2,4,4,5,3,5,5,4,4,3,4,6,3,4,7,4,6,1,4,0.395,13.61,,20.4
2,5,5,6,3,8,8,8,6,5,4,5,2,7,5,2,5,4,5,6,0.505,12.44,,20.2
2,5,4,4,4,2,4,11,1,5,2,4,4,1,7,6,7,1,3,1,0.39,12.81,,18.1
5,9,5,8,2,5,6,1,6,6,7,6,5,3,3,7,7,2,5,3,0.505,12.48,,16.2
2,4,2,4,3,5,0,7,2,2,8,8,3,4,1,9,8,5,4,5,0.43,11.79,,5
6,5,9,6,4,4,9,3,1,5,7,7,4,3,3,5,6,6,5,9,0.535,9.01,,5
4,8,5,2,5,1,5,3,2,6,5,1,3,5,6,3,6,8,4,5,0.435,19.63,,4
4,2,3,8,6,3,5,2,5,8,2,5,7,10,3,8,4,5,7,8,0.525,10.48,,3.6
6,3,8,4,1,3,4,6,8,1,5,9,5,2,5,6,7,8,6,5,0.51,12.44,,3.4
6,7,2,5,6,3,1,1,8,2,3,5,5,5,4,4,7,3,3,3,0.415,12.04,,3.4
6,3,5,9,1,7,4,3,5,6,1,11,5,7,8,8,6,4,4,3,0.53,9.57,,3.4
5,5,4,6,4,4,5,4,5,3,5,6,3,2,6,6,6,3,5,8,0.475,12.04,,3
5,7,9,5,10,1,4,3,3,5,5,6,2,6,4,3,4,6,7,3,0.49,19.65,,2
3,3,4,4,5,2,7,3,4,3,7,5,2,8,1,6,0,3,4,3,0.385,12.24,,5
5,3,5,4,4,9,3,6,6,1,5,8,3,5,3,4,3,1,3,1,0.41,11.32,,4.2
6,3,5,6,4,8,6,2,5,4,2,7,7,6,10,7,7,9,4,6,0.57,12.55,,3.8
9,3,5,7,2,7,4,3,5,5,3,3,3,5,3,7,5,0,8,3,0.45,11.61,,3.5
5,7,11,5,7,1,4,6,1,4,6,8,4,4,4,5,6,7,6,4,0.525,9.23,,2.8
6,5,6,6,2,5,4,5,3,6,5,2,7,10,7,8,1,4,2,2,0.48,11.91,,2.8
2,5,2,5,7,7,5,3,2,5,2,1,2,4,10,5,4,6,4,3,0.42,23.42,,2.8
5,4,0,2,5,5,2,7,3,9,4,10,9,3,8,3,7,5,2,7,0.5,12.03,,2
4,7,4,3,4,3,3,9,7,4,5,2,5,4,5,3,6,7,5,8,0.49,12.31,,2
4,3,6,7,7,1,4,8,4,7,2,5,3,8,3,4,10,8,2,5,0.505,12.47,,0.4
5,7,3,3,3,5,5,4,4,5,6,6,4,3,3,2,10,10,9,5,0.51,12.02,,7.6
2,10,6,6,3,8,8,7,6,3,6,6,4,3,9,6,7,6,1,4,0.555,13.18,,3
3,8,6,2,6,8,6,7,3,8,3,4,7,6,7,4,5,5,4,4,0.53,8.85,,1.5
7,4,9,5,4,4,4,9,2,4,4,3,5,4,2,5,5,4,1,5,0.45,13.21,,13
4,7,8,3,7,6,4,6,6,1,4,7,5,9,3,5,3,3,3,7,0.505,11.23,,12.8
4,5,7,8,4,4,7,3,3,7,7,5,7,2,1,2,6,4,9,2,0.485,19.65,,11
3,2,4,2,4,2,5,2,3,5,9,5,6,4,6,12,5,5,5,7,0.48,11.65,,10
6,3,6,5,7,8,5,7,1,6,5,5,2,3,5,4,3,8,7,4,0.5,12.58,,9.1
4,6,3,1,6,7,5,5,5,4,7,7,2,7,7,2,7,8,8,5,0.53,11.28,,8.6
8,4,6,3,8,9,3,6,8,8,8,7,4,8,8,3,4,6,6,8,0.625,19.63,,8.2
4,4,0,3,2,3,8,6,2,7,3,4,2,7,6,8,7,6,3,5,0.45,19.63,,7.8
1,8,3,7,3,3,3,7,5,4,7,3,4,5,5,2,6,2,9,2,0.445,21.52,,7.8
5,6,6,6,3,4,3,2,5,8,3,3,8,7,4,4,6,4,5,9,0.505,12.26,,5.2
6,4,4,3,9,3,7,3,2,6,4,5,4,2,7,3,5,9,3,3,0.46,21.65,,5
2,2,4,6,5,2,6,7,7,7,2,8,7,3,4,6,3,6,4,6,0.485,11.44,,57
3,4,8,3,3,5,9,5,2,3,5,9,5,4,4,4,9,8,6,4,0.515,19.76,,38
4,5,5,10,4,4,10,3,3,2,2,8,3,5,3,5,14,8,1,4,0.515,10.93,,30.2
6,6,3,1,4,6,4,7,3,3,8,5,6,6,2,3,5,6,6,11,0.505,21.29,,27.4
3,5,7,7,4,5,8,3,4,2,8,4,2,5,1,1,5,4,4,4,0.43,8.01,,27.4
4,5,5,1,2,6,6,6,3,2,0,4,8,9,6,6,3,3,9,8,0.48,21.65,,27.4
0,4,6,2,3,8,3,9,3,7,6,5,4,9,6,7,4,5,3,3,0.485,11.1,,26.6
3,3,1,4,6,4,4,6,5,2,8,5,4,3,8,9,3,6,5,2,0.455,17.89,,25.8
2,9,7,5,9,5,2,8,1,5,3,6,5,8,4,3,8,5,7,5,0.535,11.29,,25
6,6,5,5,6,7,2,8,5,5,3,5,2,6,6,3,11,7,6,4,0.54,18.3,,20
2,7,7,5,6,2,5,4,4,4,5,2,3,5,5,2,2,1,5,4,0.4,19.57,,6
5,7,3,4,5,5,4,1,4,9,9,8,3,6,7,1,6,7,5,7,0.53,16,,29
9,7,2,9,5,2,4,3,7,2,4,5,4,7,8,4,6,9,1,2,0.5,22.14,,19.2
2,4,4,2,2,3,4,4,4,8,3,4,4,6,12,6,9,2,7,6,0.48,19.65,,9
3,5,6,5,9,3,6,6,8,6,7,6,5,2,4,4,9,5,9,3,0.555,10.41,,8.8
4,2,6,3,6,6,5,12,3,4,3,8,7,3,8,6,7,5,4,7,0.545,13.34,,4.1
6,2,4,2,9,9,5,7,7,6,6,3,4,3,8,3,2,5,4,6,0.505,18.55,,2
2,5,7,6,3,5,3,6,6,9,7,4,2,4,8,5,7,4,3,7,0.515,13.4,,2
6,5,4,4,8,7,2,3,7,6,3,4,4,9,6,7,4,2,2,7,0.5,19.94,,1.7
5,4,8,5,3,5,3,6,7,5,12,2,5,4,6,11,3,6,5,7,0.56,12.93,,1.7
7,5,7,3,5,4,3,5,10,9,6,5,4,4,2,6,7,6,9,5,0.56,10.59,,1.7
6,6,7,7,2,2,5,7,5,8,5,5,5,5,4,3,7,5,4,4,0.51,9.11,,1.6
4,3,8,5,7,7,3,3,5,6,7,3,6,5,6,3,6,6,2,4,0.495,20.08,,4.6
3,7,6,9,3,6,3,6,2,5,6,3,4,5,6,6,7,11,7,4,0.545,12.86,,3.8
5,7,1,3,3,5,5,5,6,7,5,4,3,3,2,4,6,3,4,1,0.41,9.55,,2.5
4,1,6,7,5,4,2,4,3,6,7,5,6,3,4,7,3,6,5,7,0.475,19.58,,2.3
1,4,4,4,3,7,9,6,5,8,3,6,3,4,6,4,2,9,5,5,0.49,19.09,,2
1,2,4,7,2,6,6,2,4,4,2,4,10,11,4,7,3,3,6,7,0.475,12.17,,1.1
4,5,4,3,3,2,4,3,7,3,6,5,4,4,4,3,2,14,5,5,0.45,19.63,,1.1
4,5,6,5,6,8,6,4,5,3,6,2,7,5,8,4,3,5,8,3,0.515,11.36,,1.1
4,1,10,2,4,4,4,13,7,4,7,4,6,5,4,4,5,2,5,5,0.5,12.75,,1
5,3,5,4,2,4,6,4,6,7,3,1,7,2,5,5,11,8,3,7,0.49,9.3,,0.8
3,5,11,7,4,3,6,3,1,7,5,6,3,8,7,6,2,1,5,5,0.49,10.08,,0.7
4,6,7,4,3,7,4,6,6,3,8,2,9,2,6,4,2,2,6,2,0.465,9.11,,10
4,4,4,5,10,4,1,4,6,6,4,5,6,4,5,9,4,8,3,2,0.49,15.87,,9.8
7,5,7,4,6,9,6,4,4,3,1,4,6,6,7,6,7,2,5,2,0.505,11.97,,9
1,5,6,4,5,4,3,3,10,5,4,3,7,1,3,1,8,6,5,2,0.43,14.31,,8.9
4,5,4,8,5,6,2,3,6,3,2,6,7,7,2,3,4,8,9,3,0.485,12.24,,8.5
4,6,4,1,5,8,4,10,6,7,6,1,3,1,6,10,7,8,2,3,0.51,16.82,,8.5
3,7,2,4,7,4,4,4,3,9,6,4,4,5,3,6,5,4,5,6,0.475,11.55,,8.5
4,1,3,3,4,9,3,7,7,5,5,8,6,5,7,6,5,4,7,1,0.5,11.21,,7.4
5,4,5,5,7,4,5,3,7,4,3,6,3,5,8,4,7,8,8,6,0.535,8.25,,5.9
7,3,3,4,4,3,6,8,4,1,3,2,6,7,2,5,7,5,3,7,0.45,16.12,,5
6,7,1,5,1,6,7,2,5,7,3,6,3,6,11,10,4,2,8,2,0.51,10.52,,4.3
2,4,8,5,3,6,4,4,5,7,9,4,5,3,11,5,4,2,7,3,0.505,17.08,,41.6
4,2,5,8,2,5,5,3,5,6,4,3,2,5,7,5,2,5,2,10,0.45,19.68,,20.2
5,5,5,9,5,3,5,7,4,4,6,6,2,8,4,4,2,4,3,5,0.48,19.61,,14.2
6,3,3,7,8,5,5,2,4,8,6,1,6,3,8,8,6,3,0,5,0.485,9.72,,14.2
2,6,8,8,4,8,6,5,4,4,4,6,6,2,8,6,5,9,3,2,0.53,17.47,,14.2
4,6,7,6,6,4,4,4,4,3,5,2,3,4,3,6,3,7,7,4,0.46,10.45,,12.2
6,5,5,7,3,5,3,2,6,4,8,4,1,4,5,2,0,6,0,6,0.41,18.38,,8
5,4,4,7,6,5,7,3,5,5,5,3,4,3,3,3,8,3,2,9,0.47,8.18,,6
6,4,7,6,2,4,6,4,4,3,4,7,8,4,4,4,9,4,9,5,0.52,16.4,,3.6
3,1,9,4,5,8,5,6,7,4,5,3,4,4,9,6,6,5,3,7,0.52,6.5,,3
5,8,5,4,2,2,7,5,6,8,8,6,3,4,6,6,5,6,5,6,0.535,14.07,,2.4
7,9,10,3,6,3,3,4,7,1,4,8,4,7,3,7,2,5,7,5,0.525,9.52,,103.4
5,6,7,5,10,6,4,9,5,7,4,6,7,2,10,7,2,7,3,5,0.585,12.04,,97.2
5,11,5,10,7,1,3,7,2,5,3,3,8,11,6,6,11,2,3,6,0.575,6.87,,67.3
6,3,8,5,3,4,5,7,4,3,5,2,6,2,6,6,8,4,5,6,0.49,14.51,,67.3
3,7,5,6,3,6,6,4,3,3,6,5,2,6,4,6,5,4,8,10,0.51,19.68,,67.3
7,1,3,7,6,4,8,6,6,7,6,8,6,4,10,4,5,1,8,4,0.555,20.57,,62
6,4,5,4,5,10,3,4,5,8,9,7,5,8,9,4,4,4,7,5,0.58,11.1,,50.8
4,6,4,5,3,3,5,3,5,5,4,0,5,5,7,1,7,10,1,5,0.44,19.65,,50.5
7,8,2,4,6,10,1,5,2,7,4,3,3,6,4,4,9,6,6,6,0.515,10.69,,49.4
3,5,4,6,6,4,1,6,5,5,7,5,5,4,5,6,2,1,4,7,0.455,22.28,,23
4,2,7,7,6,6,3,6,5,2,2,7,3,4,6,4,3,2,12,8,0.495,7.97,,21
3,3,6,7,5,6,3,9,1,4,7,3,3,3,3,4,7,5,2,8,0.46,17.34,,67.2
1,3,5,4,3,3,5,4,4,3,5,6,3,4,3,3,6,4,1,7,0.385,11.15,,67
5,4,6,5,4,2,5,7,7,6,4,2,4,2,2,3,1,6,2,4,0.405,12.9,,65.1
11,6,3,6,3,5,4,5,4,9,3,9,3,7,2,7,1,7,6,8,0.545,10.86,,62.8
5,3,2,6,1,6,5,4,4,3,3,5,6,4,5,3,3,5,2,9,0.42,13.29,,62.8
6,7,2,5,9,2,6,4,5,0,9,2,3,12,6,8,4,4,9,3,0.53,8.42,,62.8
7,4,6,2,4,3,12,4,11,5,3,6,5,4,4,5,4,3,8,7,0.535,11.18,,61
7,2,3,6,2,5,10,2,9,2,6,6,4,5,4,5,4,5,5,6,0.49,11.53,,46.4
3,3,4,9,5,1,6,8,4,3,8,6,3,5,7,6,6,3,9,5,0.52,17.89,,43
4,2,5,0,4,5,8,3,5,7,7,5,5,5,3,6,2,4,5,5,0.45,7.41,,39
5,3,7,2,6,4,6,3,3,4,4,4,4,3,7,6,8,7,2,5,0.465,19.66,,20
7,3,8,3,5,3,2,3,3,2,2,4,8,4,6,7,4,8,2,3,0.435,19.66,,20.4
8,5,4,5,5,6,6,7,8,6,4,8,8,4,10,8,4,2,3,8,0.595,13.84,,17
5,5,9,8,7,6,3,9,2,9,5,1,2,9,3,3,2,3,3,3,0.485,6.32,,15.7
7,7,6,3,9,6,6,7,2,6,5,2,12,3,13,5,10,8,3,9,0.645,26.22,,12.8
6,1,6,2,3,5,2,7,5,3,2,7,7,4,3,6,8,4,7,4,0.46,7.84,,12.6
5,2,5,2,6,2,5,3,4,6,5,4,3,6,6,1,4,3,3,6,0.405,16.81,,12.2
5,9,3,7,1,3,5,3,5,4,3,4,8,1,2,10,6,5,4,4,0.46,9.98,,12.2
6,3,5,0,6,8,9,5,4,5,6,1,8,5,5,4,2,6,1,5,0.47,17.47,,12.2
4,6,7,4,4,6,6,3,6,1,5,5,3,8,5,4,5,5,8,4,0.495,17.31,,12
3,3,5,4,6,1,8,6,3,7,1,8,4,7,4,3,5,6,5,4,0.465,14.7,,11
8,4,3,7,2,7,5,2,1,5,5,3,5,4,5,4,3,5,5,3,0.43,16.2,,7.6
1,5,5,4,4,3,4,4,8,3,5,10,3,2,4,6,5,5,2,9,0.46,23.38,,6.2
7,3,7,6,7,6,7,4,1,8,3,9,6,2,4,4,6,6,6,5,0.535,15.71,,5
6,5,11,2,5,5,13,7,4,6,9,2,5,3,6,7,3,6,5,4,0.57,18.53,,4
7,5,1,4,6,1,6,3,3,4,7,6,10,5,9,5,6,3,4,2,0.485,17.76,,3.3
6,8,4,6,6,5,3,3,6,3,2,8,7,3,2,5,4,8,2,7,0.49,23.92,,2.5
5,4,1,3,8,2,5,3,5,6,8,10,6,6,5,8,7,8,5,2,0.535,16.07,,1.4
5,5,6,2,8,4,5,6,9,3,7,7,5,2,8,1,4,5,5,8,0.525,20.28,,1.4
2,5,3,5,8,8,7,5,5,7,5,8,6,3,6,6,6,5,1,5,0.53,14.73,,1.4
4,5,7,8,8,1,4,4,4,6,10,4,6,2,3,6,7,5,6,7,0.535,19.42,,1
2,3,8,2,5,6,7,8,6,6,4,2,6,6,1,5,5,3,6,4,0.475,16.37,,1
2,3,3,8,4,8,4,9,5,6,8,1,0,6,6,6,6,6,6,8,0.525,16.66,,0.2
3,6,6,4,7,3,4,4,9,4,3,2,5,7,9,3,5,7,5,8,0.52,14.75,,3
5,8,3,3,8,6,4,5,12,3,4,4,5,7,5,6,10,6,6,7,0.585,18.6,,3
10,4,6,4,2,3,8,4,8,9,7,4,3,6,6,8,3,6,2,4,0.535,15.57,,2.4
5,2,5,3,7,6,5,3,8,3,5,7,8,7,5,1,5,3,6,3,0.485,10.3,,1
6,8,8,4,3,5,5,6,3,8,0,3,6,2,8,7,5,7,7,3,0.52,16.43,,0.6
5,5,2,4,6,9,6,4,4,7,8,4,1,7,5,1,3,6,4,4,0.475,17.9,,0.5
6,5,3,2,2,4,2,2,6,8,6,2,2,7,5,0,3,5,6,3,0.395,18.31,,0.5
6,4,4,4,8,7,8,3,7,2,5,6,4,4,2,6,2,3,3,3,0.455,19.65,,0.5
4,3,6,3,3,3,3,9,4,4,10,7,6,8,4,3,4,7,5,5,0.505,21.6,,0.2
5,4,4,4,2,5,4,1,5,6,4,7,4,3,6,8,5,4,8,5,0.47,17.73,,0.1
3,10,2,4,6,2,5,6,1,3,5,4,4,4,7,4,5,6,1,3,0.425,16.98,,2
3,6,5,4,4,8,8,4,4,3,5,1,7,9,4,7,5,4,3,5,0.495,16.91,,2
6,4,5,3,11,5,4,6,3,9,6,4,3,4,5,4,5,5,2,6,0.5,19.65,,1
5,2,5,3,3,4,7,8,5,5,7,5,3,5,3,3,7,1,6,2,0.445,8.28,,0.3
3,6,2,2,4,3,10,4,2,2,5,11,6,6,6,8,4,6,5,3,0.49,22.56,,2.33
2,7,9,2,5,5,5,4,5,7,7,3,7,11,2,4,3,7,8,2,0.525,9.67,,0.7
6,5,7,5,5,3,5,8,13,4,2,4,3,5,6,3,4,4,7,2,0.505,16.47,,0.7
3,4,3,8,4,5,5,7,5,9,6,4,5,4,7,5,6,8,4,5,0.535,18.73,,0.7
6,9,6,7,1,3,4,4,6,7,6,5,3,7,5,4,4,7,3,7,0.52,14.32,,0.4
6,3,10,2,5,4,5,6,3,5,6,4,4,9,6,3,9,8,4,2,0.52,17.85,,1.6
2,1,3,4,2,5,8,5,3,5,5,5,5,2,11,5,5,5,3,6,0.45,16.39,,0.9
4,6,5,6,5,3,7,4,8,2,3,8,9,5,8,5,4,5,5,2,0.52,6.01,,0.9
5,1,5,1,6,5,2,5,2,6,6,2,4,4,4,6,4,1,6,3,0.39,16.34,,0.9
5,8,1,2,4,2,7,5,5,3,3,7,7,7,5,3,8,6,9,5,0.51,9,,0.9
3,3,6,5,7,3,9,2,6,4,4,5,3,2,8,4,3,6,3,2,0.44,16.34,,0.8
6,7,4,4,6,7,3,6,1,5,7,3,3,0,4,2,1,6,6,5,0.43,8.34,,0.4
3,4,5,5,5,4,6,5,2,3,5,9,3,5,8,6,8,3,4,3,0.48,15.93,,129
4,4,5,9,4,1,7,7,6,9,3,5,6,4,4,1,4,8,6,3,0.5,6.43,,104
2,6,4,5,6,3,6,3,5,4,7,2,7,3,3,8,4,3,5,4,0.45,16.25,,87
3,5,3,2,6,5,6,3,8,10,3,4,3,5,5,2,2,4,2,9,0.45,5.69,,84.1
5,10,7,5,5,2,1,1,3,1,4,8,5,4,2,5,4,6,8,8,0.47,13.37,,84.1
5,5,7,8,5,5,4,6,8,3,4,3,4,4,4,4,7,3,2,2,0.465,5.21,,84.1
5,4,7,6,7,4,2,2,5,6,2,6,4,2,8,5,7,6,8,6,0.51,13.7,,77.4
3,3,2,6,11,3,2,6,8,2,5,6,2,3,9,5,7,7,3,7,0.5,9.07,,75.8
2,7,5,5,10,5,10,2,6,7,6,2,4,2,8,9,3,3,0,7,0.515,14.71,,73
7,2,7,6,6,2,4,4,7,6,4,6,5,3,5,5,5,4,5,5,0.49,19.59,,70.6
4,7,5,9,6,8,3,4,4,2,2,4,2,8,5,6,2,7,5,5,0.49,15.51,,70.2
5,6,7,6,2,2,5,6,4,2,7,7,3,4,0,5,7,11,4,6,0.495,8.51,,73
5,5,7,6,9,1,3,3,2,1,5,3,5,6,5,3,5,1,2,7,0.42,13.58,,64.5
4,3,2,5,2,2,3,3,5,5,2,7,5,6,7,7,3,4,2,2,0.395,15.57,,64.4
2,8,0,5,3,6,8,3,5,6,7,4,5,5,1,3,6,5,3,6,0.455,16.61,,64.4
2,6,3,3,6,7,3,9,6,3,7,6,7,10,4,5,2,5,6,4,0.52,19.54,,64.4
5,7,2,4,3,4,3,5,3,9,3,8,4,6,4,3,3,6,4,6,0.46,12.86,,62
11,10,10,8,4,6,4,2,3,4,2,6,5,8,9,2,3,3,8,7,0.575,8.83,,60.2
7,3,2,6,3,7,1,4,6,3,5,9,10,5,12,9,2,5,5,4,0.54,12.79,,60
2,6,4,2,6,4,7,5,5,4,6,3,8,5,6,3,3,4,4,7,0.47,10.06,,52
7,5,4,4,5,8,4,6,7,0,3,6,5,2,8,5,2,3,7,10,0.505,13.78,,36.2
8,3,8,5,6,7,8,6,3,4,5,5,3,3,5,3,3,6,6,5,0.51,8.86,,35
1,6,5,3,7,7,6,8,4,9,5,1,5,5,6,6,5,3,8,5,0.525,14.94,,19
6,6,4,9,4,10,7,11,6,5,4,5,3,1,9,3,7,5,3,3,0.555,6.62,,15.9
0,6,6,8,5,3,6,7,7,4,4,4,2,7,6,3,4,2,5,4,0.465,16.23,,13
0,7,7,7,4,5,12,5,9,0,3,9,6,4,3,5,6,2,4,2,0.5,15.66,,12
2,6,6,6,6,2,7,5,3,7,3,6,5,12,3,4,5,4,6,6,0.52,14.8,,11.8
7,7,3,8,4,2,6,5,4,5,6,5,1,5,2,7,2,5,6,4,0.47,15.33,,11.8
5,6,8,1,9,3,6,3,2,7,3,4,7,0,4,4,9,6,5,5,0.485,16.3,,11.8
3,5,5,2,3,5,4,6,2,2,6,4,3,5,4,3,7,5,6,4,0.42,6.68,,8.8
5,4,2,6,2,4,6,7,5,4,3,3,7,7,4,8,4,4,3,6,0.47,15.6,,8.1
5,2,4,6,4,3,6,1,3,4,6,8,5,5,1,9,7,9,9,3,0.5,6.8,,6.2
2,4,7,6,5,3,4,5,9,3,3,3,5,4,6,5,7,3,5,3,0.46,14.99,,5.8
3,7,3,10,8,8,10,9,3,7,4,8,2,6,4,1,5,4,5,6,0.565,8.39,,7
7,5,7,3,3,2,5,3,6,6,4,10,4,7,3,2,11,9,5,4,0.53,14.67,,4.2
3,5,4,3,5,4,6,4,4,6,3,5,6,9,7,5,4,7,5,7,0.51,8.66,,2
4,9,6,4,10,7,4,4,4,6,2,6,5,6,6,5,6,6,2,4,0.53,14.92,,2
3,5,6,5,3,2,7,7,5,10,1,4,11,7,2,5,9,4,7,4,0.535,14.15,,1.2
5,2,6,4,3,4,5,5,6,2,5,2,5,5,6,4,7,5,8,3,0.46,15.47,,0.4
1,9,6,7,9,2,3,1,8,3,2,5,2,6,5,4,2,4,4,1,0.42,18.1,,0.3
5,0,6,4,3,2,8,3,7,6,4,7,5,3,11,6,3,5,2,5,0.475,16.1,,0.2
8,8,5,4,5,6,5,7,3,4,3,4,2,6,4,9,3,4,6,6,0.51,19.66,,14.6
4,3,6,6,6,9,4,2,10,4,3,10,6,4,8,11,1,7,8,3,0.575,16.34,,14.6
4,6,5,3,5,8,3,7,2,8,4,7,7,5,6,7,6,3,4,5,0.525,20.97,,14.6
3,3,4,5,3,5,8,6,1,5,6,9,4,7,7,2,1,5,5,1,0.45,15.42,,13.4
6,5,2,3,3,4,5,4,11,3,5,5,4,4,8,9,4,6,4,2,0.485,13.59,,9.6
1,3,4,6,7,7,3,3,9,4,5,4,6,4,7,3,4,3,1,5,0.445,19.17,,7.6
2,6,5,1,8,4,2,7,6,6,3,8,6,7,7,10,9,5,9,7,0.59,9.87,,6.9
5,3,3,5,3,6,2,7,9,9,6,4,2,10,2,6,8,4,6,6,0.53,14.74,,3
6,5,6,3,6,3,7,6,1,3,0,10,3,5,6,4,5,3,4,6,0.46,13.29,,0.4
3,5,7,4,6,5,8,8,3,2,3,3,4,6,2,6,5,7,2,4,0.465,19.68,,0.3
4,5,7,6,5,9,6,4,4,4,4,8,4,5,5,4,5,4,6,5,0.52,17.87,,2.2
3,4,1,9,1,12,3,8,2,7,6,7,5,5,8,5,3,8,4,7,0.54,16.61,,1.8
4,5,7,7,6,4,5,7,3,10,5,9,4,2,6,2,5,6,8,4,0.545,19.62,,1.5
5,4,5,2,4,6,6,5,7,2,2,8,6,4,5,3,2,9,5,2,0.46,14.78,,1.1
7,2,1,4,3,5,5,4,0,5,2,13,4,3,5,6,9,8,7,3,0.48,17.05,,1.1
9,3,3,7,8,2,7,8,4,4,3,8,5,7,10,8,4,8,5,5,0.59,17.56,,1.1
3,5,1,3,7,5,5,6,4,0,6,5,4,2,3,6,7,7,7,2,0.44,8.19,,0.7
4,8,8,3,7,5,4,3,7,4,5,4,5,6,5,6,4,10,7,7,0.56,18.07,,0.7
4,4,8,5,3,3,3,1,7,2,6,6,4,3,4,4,4,3,2,5,0.405,13.88,,24.1
1,3,3,3,3,10,3,3,6,10,9,5,4,7,3,8,2,5,7,1,0.48,19.81,,14
5,2,6,11,4,4,5,3,8,6,7,8,1,5,4,2,2,6,2,7,0.49,12.81,,13.3
5,7,8,8,7,9,3,4,6,4,6,5,7,5,4,5,1,4,2,2,0.51,19.68,,13.3
5,1,4,9,6,4,3,9,9,1,2,7,5,6,3,4,6,2,6,1,0.465,19.63,,13.3
6,3,4,0,8,2,5,6,4,4,1,4,8,3,5,8,4,6,9,8,0.49,15.15,,9.9
4,7,6,3,3,5,7,6,4,4,5,2,5,0,3,6,4,2,6,4,0.43,7.52,,8.5
3,6,6,3,6,12,4,8,6,11,6,3,4,4,5,4,4,1,5,4,0.525,18.96,,5.9
6,1,4,4,3,6,3,7,6,12,4,6,2,4,4,3,7,3,3,5,0.465,6.58,,4.6
5,6,8,4,3,7,5,4,6,7,6,7,4,3,3,6,3,2,8,5,0.51,19.24,,4.4
4,6,5,5,7,4,7,4,5,4,7,9,4,5,8,7,6,4,3,5,0.545,8.21,,1
6,3,6,5,6,6,4,6,5,5,8,5,4,6,3,4,6,8,5,4,0.525,29.81,,86.1
3,8,2,4,5,8,6,4,6,5,5,7,9,5,5,4,8,5,0,7,0.53,7.89,,85.8
7,3,2,3,7,5,6,4,6,8,6,5,3,7,5,4,4,9,5,2,0.505,28.02,,82.6
5,5,9,7,5,3,8,5,6,3,2,6,6,5,3,4,4,7,2,7,0.51,8.14,,82.6
7,10,5,4,6,10,6,5,5,9,2,4,4,4,8,4,4,2,6,4,0.545,19.73,,82.6
5,4,2,2,3,2,3,9,1,3,4,8,6,3,2,6,3,4,5,4,0.395,19.54,,73.1
8,7,6,2,4,3,3,5,5,7,3,2,5,5,7,5,3,3,5,7,0.475,23.65,,71.2
2,6,3,5,8,7,8,8,7,5,7,1,6,5,5,4,3,1,5,6,0.51,8.05,,69
6,4,7,4,3,7,3,4,6,6,6,5,10,2,7,4,2,5,3,2,0.48,25.61,,58.9
5,7,10,5,6,12,8,3,5,5,3,9,5,3,4,5,4,6,6,4,0.575,13.61,,40.2
9,5,3,2,3,4,9,2,2,4,6,8,5,3,0,3,2,7,4,3,0.42,15.84,,35
2,5,7,2,5,7,6,3,5,3,7,7,2,3,11,3,4,5,5,4,0.48,12.96,,0.4
